OP_Schulformen;OP_POKrz;OP_Krz;OP_Abgangsart_B;OP_Abgangsart_NB;OP_Art;OP_Typ;OP_Bildungsgang;OP_Name;OP_Kommentar;OP_Jahrgaenge;OP_BKIndex;OP_BKAnl_Typ;OP_Reihenfolge;gueltigVon;gueltigBis
-BK-SB-;APO-BK-03/E-Agrar-2;APO-BK-03/E-Agrar-2400/FHR;;;A;;A;FHR: Fachhochschulreife nach APO-BK-03, Anl.E, § 6(2), 8;E, § 6(2), 8;-04-;-21-;-E02-;1;;
-BK-SB-;APO-BK-03/E-Agrar-2;APO-BK-03/E-Agrar-2400/BAB;;;A;;B;BAB: Berufsabschluss nach APO-BK-03, Anl.E, § 8;E, § 8;-02-;-21-;-E01-;1;;
-BK-SB-;APO-BK-03/E-Agrar-1;APO-BK-03/E-Agrar-1200/BAB-I;;;A;;B;BAB: Berufsabschluss Stufe I nach APO-BK-03, Anl.E, § 20;E, § 20;-01-;-22-;-E03-;1;;
-BK-SB-;APO-BK-03/E-Agrar-1;APO-BK-03/E-Agrar-1200/BAB-II;;;A;;B;BAB: Berufsabschluss Stufe II  nach APO-BK-03, Anl.E, § 20;E, § 20;-02-;-22-;-E04-;1;;
-BK-SB-;APO-BK-03/E-Ernäh-1;APO-BK-03/E-Ernährung-1200/BAB;;;A;;B;BAB: Berufsabschluss nach APO-BK-03, Anl.E, § 23;E, § 23;-02;-22-;-E04-;1;;
-BK-SB-;APO-BK-03/E-Ernäh-2;APO-BK-03/E-Ernährung-2400/BAB;;;A;;B;BAB: Berufsabschluss nach APO-BK-03, Anl.E, § 8;E, § 8;-04-;-21-;-E02-;1;;
-BK-SB-;APO-BK-03/E-Ernäh-2;APO-BK-03/E-Ernährung-2400/FHR;;;A;;A;FHR: Fachhochschulreife nach APO-BK-03, Anl.E, § 6(2), 8;E, § 6(2), 8;-04-;-21-;-E02-;1;;
-BK-SB-;APO-BK-03/E-Gestalt;APO-BK-03/E-Gestaltung/BAB;;;A;;B;BAB: Berufsabschluss nach APO-BK-03, Anl.E, § 8;E, § 8;-04-;-21-;-E02-;1;;
-BK-SB-;APO-BK-03/E-Gestalt;APO-BK-03/E-Gestaltung/FHR;;;A;;A;FHR: Fachhochschulreife nach APO-BK-03, Anl.E, § 6(2), 8;E, § 6(2), 8;-04-;-21-;-E02-;1;;
-BK-SB-;APO-BK-03/E-FamPfleg;APO-BK-03/E-SozW-Fam.Pflege/BAB;;;A;;B;BAB: Berufsabschluss nach APO-BK-03, Anl.E, § 8, 30;E, § 8, 30;-06-;-23-;-E07-;1;;
-BK-SB-;APO-BK-03/E-FamPfleg;APO-BK-03/E-SozW-Fam.Pflege/BAB-FP;;;A;;B;fachpraktische Prüfung nach APO-BK-03, Anl.E, § 30, 33;E, § 8, 30, 33;-06-;-23-;-E07-;1;;
-BK-SB-;APO-BK-03/E-FamPfleg;APO-BK-03/E-SozW-Fam.Pflege/BAB-FT;;;A;;B;fachtheoretische Prüfung nach APO-BK-03, Anl.E, § 8, 30;E, § 8, 30;-04-;-23-;-E07-;1;;
-BK-SB-;APO-BK-03/E-FamPfleg;APO-BK-03/E-SozW-Fam.Pflege/FHR;;;A;;A;FHR: Fachhochschulreife nach APO-BK-03, Anl.E, § 6(2), 8;E, § 6(2), 8;-02-03-;-23-;-E05-;1;;
-BK-SB-;APO-BK-03/E-FamPfleg;APO-BK-03/E-SozW-Fam.Pflege/V1;;;V;;A;Besondere Versetzungsbestimmung für die Fachschule fürSoz-Wesen, Familienpflege nach APO-BK-03, Anl. E, § 29;E, § 29;-01-02-03-;-23-;-E07-;1;;
-BK-SB-;APO-BK-03/E-Motopäd;APO-BK-03/E-SozW-Motopädie/BAB;;;A;;B;BAB: Berufsabschluss nach APO-BK-03, Anl.E, § 8, 30;E, § 8, 30;-02-;-22-;-E04-;1;;
-BK-SB-;APO-BK-03/E-Heilpäd;APO-BK-03/E-SozW-Heilpäd/BAB;;;A;;B;BAB: Berufsabschluss nach APO-BK-03, Anl.E, § 8, 30;E, § 8, 30;-04-;-22-;-E04-;1;;
-BKgesperrt-;APO-BK-03/E-Heilpäd;APO-BK-03/E-SozW-Heilpäd/FHR;;;A;;A;FHR: Fachhochschulreife nach AO-BK-03, Anl.E, § 6(2), 8;E, § 6(2), 8;-04-;-22-;-E04-;1;;
-BK-SB-;APO-BK-03/E-HeilerzP;APO-BK-03/E-SozW-Heilerz.Pflege/BAB;;;A;;B;BAB: Berufsabschluss nach APO-BK-03, Anl.E, § 8, 30;E, § 8, 30;-03-;-23-;-E05-;1;;
-BK-SB-;APO-BK-03/E-HeilerzP;APO-BK-03/E-SozW-Heilerz.Pflege/BAB-FP;;;A;;B;fachpraktische Prüfung nach APO-BK-03, Anl.E, § 30, 33;E, § 8, 30, 33;-03-;-23-;-E05-;1;;
-BK-SB-;APO-BK-03/E-HeilerzP;APO-BK-03/E-SozW-Heilerz.Pflege/BAB-FT;;;A;;B;fachtheoretische Prüfung nach APO-BK-03, Anl.E, § 8, 30;E, § 8, 30;-02-;-23-;-E05-;1;;
-BK-SB-;APO-BK-03/E-HeilerzP;APO-BK-03/E-SozW-Heilerz.Pflege/FHR;;;A;;A;FHR: Fachhochschulreife nach APO-BK-03, Anl.E, § 6(2), 8;E, § 6(2), 8;-02-03-;-23-;-E05-;1;;
-BK-SB-;APO-BK-03/E-HeilerzP;APO-BK-03/E-SozW-Heilerz.Pflege/V1;;;V;;A;Besondere Versetzungsbestimmung für die Fachschule für Sozialwesen nach APO-BK-03, Anl. E, § 29;E, § 29;-01-;-23-;-E05-;1;;
-BK-SB-;APO-BK-03/E-SozPäd;APO-BK-03/E-SozW-SozPäd/BAB;;;A;;B;BAB: Berufsabschluss nach APO-BK-03, Anl.E, § 8, 30;E, § 6(2), 8;-03-;-23-;-E05-;1;;
-BK-SB-;APO-BK-03/E-SozPäd;APO-BK-03/E-SozW-SozPäd/BAB-FP;;;A;;B;fachpraktische Prüfung nach APO-BK-03, Anl.E, § 30, 33;E, § 8, 30;-03-;-23-;-E05-;1;;
-BK-SB-;APO-BK-03/E-SozPäd;APO-BK-03/E-SozW-SozPäd/BAB-FT;;;A;;B;fachtheoretische Prüfung nach APO-BK-03, Anl.E, §  8, 30;E, §8, 30;-02-;-25-;-E05-;1;;
-BK-SB-;APO-BK-03/E-SozPäd;APO-BK-03/E-SozW-SozPäd/FHR;;;A;;A;FHR: Fachhochschulreife nach APO-BK-03, Anl.E, § 6(2), 8;E, § 6(2), 8;-02-03-;-23-;-E05-;1;;
-BK-SB-;APO-BK-03/E-SozPäd;APO-BK-03/E-SozW-SozPäd/V1;;;V;;A;Besondere Versetzungsbestimmung für die Fachschule für Sozialpädagogik nach APO-BK-03, Anl. E, § 29;E, § 29;-01-;-23-;-E05-;1;;
-BK-SB-;APO-BK-03/E-Technik;APO-BK-03/E-Technik/BAB;;;A;;B;BAB: Berufsabschluss nach APO-BK-03, Anl.E, § 8;E, § 8;-02-;-21-;-E01-;1;;
-BK-SB-;APO-BK-03/E-Technik;APO-BK-03/E-Technik/FHR;;;A;;A;FHR: Fachhochschulreife nach APO-BK-03, Anl.E, § 6(2), 8;E, § 6(2), 8;-02-;-21-;-E01-;1;;
-BK-SB-;APO-BK-03/E-Wirt-1;APO-BK-03/E-Wirtschaft-1200/BAB;;;A;;B;BAB: Berufsabschluss nach APO-BK-03, Anl.E, § 8, 41;E, § 8, 41;-01-;-22-;-E03-;1;;
-BK-SB-;APO-BK-03/E-Wirt-2;APO-BK-03/E-Wirtschaft-2400/BAB;;;A;;B;BAB: Berufsabschluss nach APO-BK-03, Anl.E, § 8;E, § 8;-02-;-21-;-E01-;1;;
-BK-SB-;APO-BK-03/E-Wirt-2;APO-BK-03/E-Wirtschaft-2400/FHR;;;A;;A;FHR: Fachhochschulreife nach APO-BK-03, Anl.E, § 6(2), 8;E, § 6(2), 8;-02-;-21-;-E01-;1;;
-BK-SB-;APO-BK-03/B;APO-BK-03/B/FGO;5G;;A;;A;FORQ: Sekundarabschluss I - Fachoberschulreife - mit Berechtigung z. Besuch d. gymn. Oberstufe, APO-BK-03, Anl.B, § 7 (2);B, § 7 (2);-01-;-8-;-B03-;1;;
-BK-SB-;APO-BK-03/B;APO-BK-03/B/BG;;;A;;B;BG: berufliche Grundbildung nach APO-BK-03, Anl.B, § 7(1);B, § 7 (1), § 13 (2),(5);-02-;-7-;-B02-;1;;
-BK-SB-;APO-BK-03/D-FOS13;APO-BK-03/D-FOS13/AHR;;;A;;A;AHR: allgemeine Hochschulreife nach APO-BK-03, Anl.D, § 57 (3) und § 58 (2);D, § 57 (3), § 58 (2);-02-;-20-;-D06-;2;;
-BK-SB-;APO-BK-03/D-FOS13;APO-BK-03/D-FOS13/FGHR;;;A;;A;FGHR: fachgebundene Hochschulreife nach APO-BK-03, Anl.D, § 58 (3);D, § 58 (3);-02-;-20-;-D06-;1;;
-BK-SB-;APO-BK-03/D-BAB;APO-BK-03/D-BAB/BAB-FP;;;A;;B;fachpraktische Prüfung der Berufsabschlussprüfung für Erz. nach APO-BK-03, Anl.D, § 42, 43;D, § 28-40;-04-;-16-;-D01-;1;;
-H-V-GE-S-;H/APO-SI05/10B;H/APO-SI05/FORQ-E;G;;A;;A;FORQ-E: Mittlerer Schulabschluss (Fachoberschulreife mit Berechtigung z. Besuch d. gymn. Oberstufe -Einf.Phase-);§41(1);-10-;;;3;;
-H-V-GE-S-;H/APO-SI05/10B;H/APO-SI05/FOR;F;;A;;A;FOR: Mittlerer Schulabschluss (Fachoberschulreife ohne Berechtigung z. Besuch d. gymn. Oberstufe);§40(1);-10-;;;2;;
-H-V-GE-S-;H/APO-SI05/5-9;H/APO-SI05/KV5;;;V;;A;Keine Versetzung von Kl. 5 nach Kl. 6, APO-SI 05;§10(1);-05-;;;1;;
-H-V-GE-S-;H/APO-SI05/10B;H/APO-SI05/HA10;D;;A;;A;HA10B: Hauptschulabschluss n. Kl. 10;§39(1);-10-;;;1;;
-H-V-GE-S-;H/APO-SI05/10A;H/APO-SI05/SI;D;;A;;A;HA10A: Hauptschulabschluss n. Kl. 10;§39(1);-10-;;;1;;
-H-V-GE-S-;H/APO-SI05/5-9;H/APO-SI05/V6-8;;;V;;A;Besondere Vers.-Best. für Kl. 6 bis Kl. 8;§24(1);-06-07-08-;;;1;;
-H-V-GE-S-;H/APO-SI05/5-9;H/APO-SI05/V9(10A);B;;A;;A;HA: Hauptschulabschluss nach bes. Vers.-Best. von Kl. 9 nach Kl. 10A;§24(1,2);-09-10-;;;1;;
-H-V-GE-S-;H/APO-SI05/5-9;H/APO-SI05/V9(10B);C;;A;;A;HA: Hauptschulabschluss nach bes. Vers.-Best. von Kl. 9 nach Kl. 10B;§24(3);-09-10-;;;2;;
-Rinaktiv-SRinaktiv-;R/APO-SI05/5-10;R/APO-SI05/FORQ-Q;G;;A;;A;FORQ-Q: Fachoberschulreife mit Berechtigung z. Besuch d. gymn. Oberstufe (Qual.Phase), APO-SI 05;§41(2);-10-;;;3;;
-R-SR-GE-;R/APO-SI05/5-10;R/APO-SI05/FOR;F;;A;;A;FOR: Mittlerer Schulabschluss (Fachoberschulreife ohne Berecht. zum Besuch der gymnas. Oberstufe);§40(1);-10-;;;8;;
-R-SR-GE-;R/APO-SI05/5-10;R/APO-SI05/KV5;;;V;;A;Keine Versetzung von Kl. 5 nach Kl. 6;§10(1);-05-;;;1;;
-R-SR-GE-;R/APO-SI05/5-10;R/APO-SI05/HA10;D;;A;;A;HA10: gleichwertiger Abschluss zum Hauptschulabschluss n. Kl. 10;§39(3);-10-;;;6;;
-R-SR-GE-;R/APO-SI05/5-10;R/APO-SI05/V6;;;V;;A;Besondere Vers.-Best. von Kl. 6 nach Kl. 7;§25(1,2);-06-;;;1;;
-R-SR-GE-;R/APO-SI05/5-10;R/APO-SI05/V7-9;;;V;;A;Besondere Vers.-Best. für Kl. 7 bis Kl. 9;§25(1,2);-07-08-09-;;;1;;
-R-SR-GE-;R/APO-SI05/5-10;R/APO-SI05/FORQ-E;G;;A;;A;FORQ-E:  Mittlerer Schulabschluss (Fachoberschulreife mit Berecht. zum Besuch der gymnas. Oberstufe -Einführungsphase-);§41(1);-10-;;;10;;
-GY-SG-;GY/APO-SI05/5-10;GY/APO-SI05/FORQ-Q;G;;A;FQ-Q;A;FORQ-Q: Mittlerer Schulabschluss (Fachoberschulreife mit Berechtigung z. Besuch d. gymn. Oberstufe -Qualifikationsphase-);§41(3);-10-;;;4;;
-GY-SG-;GY/APO-SI05/5-10;GY/APO-SI05/FOR;F;;A;;A;FOR: Mittlerer Schulabschluss (Fachoberschulreife ohne Versetzungsvermerk);§40(1);-10-;;;2;;
-GY-SG-;GY/APO-SI05/5-10;GY/APO-SI05/HA;C;;A;;A;HA: Abgangszeugnis mit Gleichstellung zum Hauptschulabschluss (mit Versetzungsvermerk);§38(3);-09-;;;2;;
-GY-SG-GE-;GY/APO-SI05/5-10;GY/APO-SI05/KV5;;;V;;A;Keine Versetzung von Kl. 5 nach Kl. 6;§10(1);-05-;;;1;;
-GY-SG-;GY/APO-SI05/5-10;GY/APO-SI05/HA10;D;;A;;A;HA10: Abgangszeugnis mit Gleichstellung zum Hauptschulabschluss nach Kl. 10;§39(3);-10-;;;1;;
-GY-SG-GE-;GY/APO-SI05/5-10;GY/APO-SI05/V6-10;;;V;;A;Besondere Vers.-Best. für Kl. 6 bis Kl. 10;§26;-06-07-08-09-;;;1;;
-GY-SG-;GY/APO-SI05/5-10;GY/APO-SI05/FORQ-E;G;;A;FQ-E;A;FORQ-E: Mittlerer Schulabschluss (Fachoberschulreife mit Berechtigung z. Besuch d. gymn. Oberstufe -Einführungsphase-);§41(3);-10-;;;3;;
-HInaktiv-;H/APO-SI05/5-9;H/APO-SI05/HA;;;A;;A;HA: Hauptschulabschluss, APO-SI 05 §38(2);§38(2);-09-;;;1;;
-GEgesperrt-;GE/APO-SI05/5-10;GE/APO-SI05/V9;;;V;;A;Besondere Vers.-Best. für Kl. 9, APO-SI 05 §27(2);§27(2);-09-;;;1;;
-GE-;GE/APO-SI05/5-10;GE/APO-SI05/V6-8;;;V;;A;Besondere Vers.-Best. für die Klassen 6-8;§27(2);-06-07-08-;;;1;;
-GE-;GE/APO-SI05/5-10;GE/APO-SI05/HA10;D;;A;;A;HA10: Hauptschulabschluss n. Kl. 10;§39(2);-09-10-;;;2;;
-GE-;GE/APO-SI05/5-10;GE/APO-SI05/KV5;;;V;;A;Keine Versetzung von Kl. 5 nach Kl. 6;§11(2);-05-;;;1;;
-GE-;GE/APO-SI05/5-10;GE/APO-SI05/HA;B;;A;;A;HA: Hauptschulabschluss;§38(3);-10-;;;99;;
-GE-;GE/APO-SI05/5-10;GE/APO-SI05/FOR;F;;A;;A;FOR: Mittlerer Schulabschluss (Fachoberschulreife ohne Qualifikationsvermerk);§401(2);-09-10-;;;3;;
-GE-;GE/APO-SI05/5-10;GE/APO-SI05/FORQ-E;G;;A;;A;FORQ-E: Mittlerer Schulabschluss (Fachoberschulreife mit Berechtigung z. Besuch d. gymn. Oberstufe -Einführungsphase-);§41(4);-09-10-;;;4;;
-GE-;GE/APO-SI05/5-10;GE/APO-SI05/FORQ-Q;G;;A;;A;FORQ-Q: Mittlerer Schulabschluss (Fachoberschulreife mit Berechtigung z. Besuch d. gymn. Oberstufe -Qualifikationsphase-);§41(5);-09-10-;;;99;;
-G-;G/AO-GS05/1-4;G/AO-GS05/KVE;;;V;;A;Verbleib in der Eingangsphase, AO-GS 05 §6 (1);§11;-EP-;;;1;;
-G-;G/AO-GS05/1-4;G/AO-GS05/V2-4;;;V;;A;Versetzung in den Klassen 3-5 AO-GS 05 §6(2) u. (3);§6(2,3);-EP-03-;;;1;;
-Ginaktiv-;G/AO-GS05/1-4;G/AO-GS05/HS;;;A;;A;Empfehlung für die Hauptschule, AO-GS 05 §7;§7;-04-;;;1;;
-Ginaktiv-;G/AO-GS05/1-4;G/AO-GS05/RS;;;A;;A;Empfehlung für die Realtschule, AO-GS 05 §7;§7;-04-;;;1;;
-Ginaktiv-;G/AO-GS05/1-4;G/AO-GS05/GY;;;A;;A;Empfehlung für das Gymnasium, AO-GS 05 §7;§7;-04-;;;1;;
-BK-SB-;APO-BK-99/E-SozPäd;APO-BK-99/E-SozPäd/BAB-FP;;;A;;B;fachpraktische Prüfung nach APO-BK-99, Anl.E, § 33 - 37, 65 - 73;E, § 33 - 37, 65 - 73;-01-02-03-04-05-06-;-23-;-E05-E07-;1;;
-BK-SB-;APO-BK-99/E-HeilerzP;APO-BK-99/E-Heilerz.Pflege/BAB-FP;;;A;;B;fachpraktische Prüfung nach APO-BK-99, Anl.E, § 40;E, § 33 - 37, 65 - 73;-01-02-03-04-05-06-;-23-;-E05-E07-;1;;
-BK-SB-;APO-BK-99/A-JOA;APO-BK-99/A-JOA/HSA;;;A;;A;HA: Hauptschulabschluss nach APO-BK-99, Anl.A, § 22 (4);A, § 22 (4);-01-;-36-;-A09-;1;;
-BK-SB-;APO-BK-03/A-JOA;APO-BK-03/A-JOA/BK;;;A;;B;BK: berufliche Kenntnisse nach APO-BK-03, Anl.A, § 19;A, § 19;-01-;-36-;-A09-;1;;
-BK-SB-;APO-BK-03/A-JOA;APO-BK-03/A-JOA/BSP;;;A;;B;BSP: Erfüllung der Berufsschulpflicht nach APO-BK-03, Anl. A, VV zu § 22;A, VV § 22;-01-;-36-;-A09-;1;;
-BK-SB-;APO-BK-03/A-JOA;APO-BK-03/A-JOA/HSA;;;A;;A;HA: Hauptschulabschluss nach APO-BK-03, Anl.A, § 22 (3);A, § 22 (3);-01-;-36-;-A09-;1;;
-BK-SB-;APO-BK-99/A-JOA;APO-BK-99/A-JOA/BK;;;A;;B;BK: berufliche Kenntnisse nach APO-BK-99, Anl.A, § 19;A, § 19;-01-;-36-;-A09-;1;;
-BK-SB-;APO-BK-99/A-JOA;APO-BK-99/A-JOA/BSP;;;A;;B;BSP: Erfüllung der Berufsschulpflicht nach APO-BK-99, Anl. A, VV zu § 22;A, VV § 22;-01-;-36-;-A09-;1;;
-S-;S/AO-SI99/5-9;S/AO-SI99/KV5;;;V;;A;Keine Versetzung von Kl. 5 nach Kl. 6, AO-SI 99 §11(2);§11(2);-05-;;;1;;
-S-;S/AO-SI99/5-9;S/AO-SI99/V6-8;;;V;;A;Besondere Vers.-Best. für Kl. 6 bis Kl. 8, AO-SI 99 §24(1);§24(1);-06-07-08-;;;1;;
-S-;S/AO-SI99/5-9;S/AO-SI99/V9(10A);;;A;;A;HA: Hauptschulabschluss nach bes. Vers.-Best. von Kl. 9 nach Kl. 10A, AO-SI 99 §24(2);§24(2);-09-10-;;;1;;
-S-;S/AO-SI99/5-9;S/AO-SI99/V9(10B);;;A;;A;HA: Hauptschulabschluss nach bes. Vers.-Best. von Kl. 9 nach Kl. 10B, AO-SI 99 §24(3);§24(3);-09-10-;;;2;;
-S-;S/AO-SI99/10A;S/AO-SI99/SI;;;A;;A;HA10: Sekundarabschluss I - Hauptschulabschluss n. Kl. 10 -, AO-SI 99 §30(1);§30(1);-10-;;;1;;
-S-;S/AO-SI99/10B;S/AO-SI99/FGO;;;A;;A;FORQ: Sekundarabschluss I - Fachoberschulreife - mit Berechtigung z. Besuch d. gymn. Oberstufe, AO-SI 99 §32(1);§32(1);-10-;;;3;;
-S-;S/AO-SI99/10B;S/AO-SI99/FOR;;;A;;A;FOR: Sekundarabschluss I - Fachoberschulreife -, AO-SI 99 §31(1);§31(1);-10-;;;2;;
-S-;S/AO-SI99/10B;S/AO-SI99/SI;;;A;;A;HA10: Sekundarabschluss I - Hauptschulabschluss n. Kl. 10 -, AO-SI 99 §30(1);§30(1);-10-;;;1;;
-BK-SB-;APO-BK-03/B;APO-BK-03/B/SI;;;A;;A;HA10: Sekundarabschluss I - Hauptschulabschluss n. Kl. 10 - nach APO-BK-03, Anl. B, § 8 (3);B, § 8 (3);-02-;-6-7-;-B01-B02-;1;;
-GY-SG-;APO-GOSt(C)10/G9;GY/APO-GOStG9/V12;G;;V;;A;Versetzung in die Qualifikationsphase;;-11-;;;1;;
-GY-SG-;APO-GOSt(B)10/G8;GY/APO-GOStG8/VQ;;;V;;A;Versetzung in die Qualifikationsphase;;-EF-;;;1;;
-GE-;APO-GOSt(C)10;GE/APO-GOStG9/V12;G;;V;;A;Versetzung in die Qualifikationsphase;;-11-;;;1;;
-GE-;APO-GOSt(B)10/G8;GE/APO-GOStG8/VQ;G;;V;;A;Versetzung in die Qualifikationsphase;;-EF-11-;;;1;;
-R-SR-GE-;R/APO-SI05/5-10;R/APO-SI05/FORQ-Q;G;;A;;A;FORQ-Q: Mittlerer Schulabschluss (Fachoberschulreife  mit Berechtigung z. Besuch d. gymn. Oberstufe -Qualifikationsphase-);§41(1);-10-;;;99;;
-H-V-GE-S-;H/APO-SI05/5-9;H/APO-SI05/ASZ_FSL;V;;A;;A;Abschlusszeugnis der Förderschule mit Förderschwerpunkt Lernen;;-06-07-08-09-10-;;;0;;
-GY-SG-;APO-GOSt(B)10/G8;GY/APO-GOStG8/AGZ_OHSA;C;;A;;A;Abgangszeugnis ohne Gleichstellung zum Hauptschulabschluss nach Kl. 10;;-EF-;;;0;;
-GY-SG-;APO-GOSt(B)10/G8;GY/APO-GOStG8/AGZ_MHSA;D;;A;;A;Abgangszeugnis mit Gleichstellung zum Hauptschulabschluss nach Kl. 10;;-EF-;;;0;;
-GY-SG-;APO-GOSt(C)10/G9;GY/APO-GOStG9/AGZ_OHSA;C;;A;;A;Abgangszeugnis ohne Gleichstellung zum Hauptschulabschluss nach Kl. 10;;-10-;;;0;;
-GY-SG-;APO-GOSt(C)10/G9;GY/APO-GOStG9/AGZ_MHSA;D;;A;;A;Abgangszeugnis mit Gleichstellung zum Hauptschulabschluss nach Kl. 10;;-10-;;;0;;
-GY-SG-;APO-GOSt(C)10/G9;GY/APO-GOStG9/FOR;G;;A;;A;FOR: Mittlerer Schulabschluss (Fachoberschulreife mit Versetzungsvermerk);;-10-;;;99;;
-GY-SG-;APO-GOSt(C)10/G9;GY/APO-GOStG9/FOR_OV;F;;A;;A;FOR: Mittlerer Schulabschluss (Fachoberschulreife ohne Versetzungsvermerk);;-10-;;;0;;
-GY-SG-;APO-GOSt(C)10/G9;GY/APO-GOStG9/OFHR;G;;A;;A;Ohne Fachhochschulreife (schulischer Teil);;-12-;;;0;;
-GY-SG-;APO-GOSt(C)10/G9;GY/APO-GOStG9/FHR;H;;A;;A;Fachhochschulreife (schulischer Teil);;-12-;;;0;;
-GY-SG-;APO-GOSt(C)10/G9;GY/APO-GOStG9/V12_OFHR;G;;A;;A;Versetzungsvermerk, ohne Fachhochschulreife (schulischer Teil);;-11-;;;0;;
-GY-SG-;APO-GOSt(C)10/G9;GY/APO-GOStG9/KV12;P;;A;;A;Ohne Versetzungsvermerk;;-11-;;;0;;
-GY-SG-;APO-GOSt(C)10/G9;GY/APO-GOStG9/ABI;K;;A;ABI;A;Abitur: Zuerkennung der allgemeinen Hochschulreife;;-13-;;;3;;
-GY-SG-;APO-GOSt(C)10/G9;GY/APO-GOStG9/OABI_FHR;H;;A;FHR;A;Ohne Abitur, jedoch mit Fachhochschulreife (schulischer Teil);;-13-;;;2;;
-GY-SG-;APO-GOSt(C)10/G9;GY/APO-GOStG9/OABI_OFHR;G;;A;;A;Ohne Abitur, ohne Fachhochschulreife (schulischer Teil);;-13-;;;1;;
-GY-SG-;GY/APO-SI05/5-10;GY/APO-SI05/VSZ9;E;;A;;A;Versetzungszeugnis der Klasse 9 mit Berechtigung zum Besuch der Einführungsphase (G8);;-09-;;;3;;
-BK-SB-;APO-BK-03/A-FK;APO-BK-03/A-FK/HSA;3D;;A;;A;HSA10: Hauptschulabschluss nach Kl. 10 - APO-BK-03, Anl. A, § 9(1)-(2);A,§ 9(1)-(2);-02-03-04-;-1-;-A01-A02-A03-A04-A16-;0;;
-BK-SB-;APO-BK-03/A-FK;APO-BK-03/A-FK/FOR;3F;;A;;A;FOR: Sekundarabschluss I - Fachoberschulreife - APO-BK-03, Anl. A, § 9(5);A,§ 9(5);-02-03-04-;-1-;-A01-A02-A03-A04-A16-;0;;
-BK-SB-;APO-BK-03/A-FK;APO-BK-03/A-FK/BSA;3A;;A;;B;BSA (HA10): Berufsschulabschluss nach APO-BK-03, Anl. A, § 9(1)-(2);A,§ 9(1)-(2);-02-03-04-;-1-;-A01-A02-A03-A04-A16-;0;;
-BK-SB-;APO-BK-03/A-JOA;APO-BK-03/A-JOA/BK;1A;;A;;B;BK: berufliche Kenntnisse nach APO-BK-03, Anl.A, § 19;A, § 19;-01-02-;-4-;-A07-;0;;
-BK-SB-;APO-BK-03/A-JOA;APO-BK-03/A-JOA/HSA;1B;;A;;A;HA: Hauptschulabschluss nach APO-BK-03, Anl.A, § 22 (2);A, § 22 (3);-01-02-;-4-;-A07-;0;;
-WB-;APO-WBK10-AG;APO-WBK10-AG/ABI;;;A;ABI;A;AHR: allgemeine Hochschulreife;§43, 57, 58;-06-;99;-G02-;3;;
-R-SR-GE-;R/APO-SI05/5-10;R/APO-SI05/AGZ;A;;A;;A;Abgangszeugnis nach frühestens 10 Schulbesuchsjahren;;-06-07-08-;;;0;;
-R-SR-GE-;R/APO-SI05/5-10;R/APO-SI05/AGZ_OHSA;A;;A;;A;Abgangszeugnis ohne Gleichstellung zum Hauptschulabschluss;;-09-;;;0;;
-R-SR-GE-;R/APO-SI05/5-10;R/APO-SI05/AGZ_MHSA_OV;B;;A;;A;Abgangszeugnis mit Gleichstellung zum Hauptschulabschluss (ohne Versetzungsvermerk);;-09-;;;0;;
-R-SR-GE-;R/APO-SI05/5-10;R/APO-SI05/AGZ_MHSA_MV;C;;A;;A;Abgangszeugnis mit Gleichstellung zum Hauptschulabschluss (mit Versetzungsvermerk);;-09-;;;0;;
-R-SR-GE-;R/APO-SI05/5-10;R/APO-SI05/AGZ_OHSA10;C;;A;;A;Abgangszeugnis ohne Gleichstellung zum Hauptschulabschluss nach Kl. 10;;-10-;;;2;;
-R-SR-GE-;R/APO-SI05/5-10;R/APO-SI05/AGZ_MHSA10;D;;A;;A;Abgangszeugnis mit Gleichstellung zum Hauptschulabschluss nach Kl. 10;;-10-;;;4;;
-GE-;GE/APO-SI05/5-10;GE/APO-SI05/AGZ;A;;A;;A;Abgangszeugnis nach frühestens 10 Schulbesuchsjahren;;-05-06-07-08-09-;;;0;;
-GE-;GE/APO-SI05/5-10;GE/APO-SI05/OA;C;;A;;A;Ohne Abschluss;;-10-;;;0;;
-GY-SG-;GY/APO-SI05/5-10;GY/APO-SI05/HA_OV;B;;A;;A;HA: Abgangszeugnis mit Gleichstellung zum Hauptschulabschluss (ohne Versetzungsvermerk);§38(3);-09-;;;0;;
-GY-SG-;GY/APO-SI05/5-10;GY/APO-SI05/AGZ;A;;A;;A;Abgangszeugnis nach frühestens 10 Schulbesuchsjahren;;-06-07-08-;;;0;;
-GY-SG-;GY/APO-SI05/5-10;GY/APO-SI05/AGZ_OHSA;A;;A;;A;Abgangszeugnis ohne Gleichstellung zum Hauptschulabschluss;;-10-;;;0;;
-GY-SG-;GY/APO-SI05/5-10;GY/APO-SI05/AGZ_OHSA10;C;;A;;A;Abgangszeugnis ohne Gleichstellung zum Hauptschulabschluss nach Kl. 10;;-10-;;;0;;
-GY-SG-;APO-GOSt(B)10/G8;GY/APO-GOStG8/FOR;G;;A;;A;FOR: Mittlerer Schulabschluss (Fachoberschulreife);;-EF-;;;99;;
-WB-;APO-WBK10-AG;APO-WBK10-AG/FGO;;;A;FORQ;A;FORQ: Sekundarabschluss I - Fachoberschulreife - mit Berechtigung z. Besuch d. gymn. Oberstufe;§ 60, 28 (3), 30 (4);-02-03-04-;;-G02-;1;;
