NameTabelle;NameSpalte;Revision;Veraltet;Sortierung;Datentyp;Datenlaenge;DefaultWert;IsNotNull;JavaAttributName;JavaAttributConverter;JavaAttributConverterRevision;JavaAttributConverterVeraltet;JavaKommentar
Schueler;Migrationshintergrund;;;110;varchar;1;-;0;;BooleanPlusMinusDefaultMinusConverter;;;Migrationshintergrund vorhanden (Ja/Nein)
Schueler;ExterneSchulNr;;;111;varchar;6;;0;;;;;Schulnummer von externen Koopschüern
Schueler;Kindergarten_ID;;;112;bigint;;;0;;;;;ID des Kinderkarteneintrags (GS)
Schueler;LetzterBerufsAbschluss;;;113;varchar;10;;0;;;;;erreichter berufsbezogener Abschluss LSSchule
Schueler;LetzterAllgAbschluss;;;114;varchar;10;;0;;;;;erreichter allgemeinbildender Abschluss LSSchule
Schueler;Land;;;115;varchar;2;;0;;;;;Land des Wohnsitzes des Schüler (in Grenzgebieten möglich)
Schueler;Duplikat;;;116;varchar;1;-;0;;BooleanPlusMinusDefaultMinusConverter;;;Gibt an ob der Datensatz ein Duplikat ist
Schueler;EinschulungsartASD;;;117;varchar;2;;0;;;;;ASD-Kürzel Einschulungsart IT.NRW
Schueler;SchulnrEigner;;1;118;int;;;0;;;;;DEPRECATED: Die Schulnummer zu welcher der Datensatz gehört – wird benötigt, wenn mehrere Schulen in einem Schema der Datenbank gespeichert werden
Schueler;BilingualerZweig;;1;119;varchar;1;;0;;;;;DEPRECATED: Sprache des Bilingualen Zweigs, verschoben nach Tabelle SchuelerLernabschnittsdaten
Schueler;DurchschnittsnoteFHR;;;120;varchar;4;;0;;;;;Speichert die Durchschnittsnote der FHR-Prüfung mit einer Nachkommastelle (aber als Textfeld) Wird nur am BK benutzt
Schueler;DSN_FHR_Text;;;121;varchar;15;;0;;;;;Speichert die Durchschnittsnote der FHR-Prüfung im Klartext (also befriedigend bei einer Durchschnittsnote von z.B. 3.1) wird nur am BK verwendet
Schueler;Eigenanteil;;;122;float;;;0;;;;;TODO DEPRECATED: Eigenanteil Ja/Nein 
Schueler;StaatAbk2;;1;123;varchar;50;;0;;;;;DEPRECATED: Kürzel der 2. Staatsangehörigkeit
Schueler;BKAZVO;;;124;int;;;0;;;;;Gibt an ob der Schüler in einem Bildungsgang nach BKAZVO ist (BK)
Schueler;HatBerufsausbildung;;;125;varchar;1;-;0;;BooleanPlusMinusDefaultMinusConverter;;;Gibt an ob der Schüler eine Berufsausbildung hat (BK)
Schueler;Ausweisnummer;;;126;varchar;30;;0;;;;;Nummer des Schülerausweises
Schueler;AOSF;;1;127;varchar;1;-;0;;BooleanPlusMinusDefaultMinusConverter;;;DEPRECATED Gibt an ob der Schüler ein AOSF hat - verschoben nach Tabelle SchuelerLernabschnittsdaten 
Schueler;EPJahre;;;128;int;;2;0;;;;;Anzahl der Jahre in der Schuleingangssphase
Schueler;LSBemerkung;;;129;varchar;255;;0;;;;;Bemerkung der zuletzt besuchten Schule
Schueler;WechselBestaetigt;;;130;varchar;1;-;0;;BooleanPlusMinusDefaultMinusConverter;;;Wechsel zur aufnehmenden Schule bestätigt
Schueler;DauerBildungsgang;;;131;int;;;0;;;;;Dauer des Bildungsgangs am BK
Schueler;AnmeldeDatum;;;132;date;;;0;;DatumConverter;;;Anmeldedatum des Schülers
Schueler;MeisterBafoeg;;;133;varchar;1;-;0;;BooleanPlusMinusDefaultMinusConverter;;;Gibt an ob ein Schüler MeisterBafög bezieht BK
Schueler;OnlineAnmeldung;;;134;varchar;1;-;0;;BooleanPlusMinusDefaultMinusConverter;;;Schüler hat sich Online angemeldet (Ja/Nein)
Schueler;Dokumentenverzeichnis;;;135;varchar;255;;0;;;;;Pfad zum Dokumentenverzeichnis
Schueler;Berufsqualifikation;;;136;varchar;100;;0;;;;;Karteireiter Schulbesuch Berufsausbildung vorhanden (Ja/Nein)
Schueler;ZieldifferentesLernen;;1;137;varchar;1;-;0;;BooleanPlusMinusDefaultMinusConverter;;;DEPRECATED: Gibt an ob der Schüler zieldifferent unterrichtet wird - verschoben nach Tabelle SchuelerLernabschnittsdaten
Schueler;ZusatzNachname;;;138;varchar;30;;0;;;;;Gibt ggf. den Zusatz zum Nachnamen an.
Schueler;EndeEingliederung;;;139;date;;;0;;DatumConverter;;;Ende der Eingliederung bei zugezogenen Schülern (Flüchtlingen)
Schueler;SchulEmail;;;140;varchar;100;;0;;;;;schulische E-Mail-Adresse des Schülers
Schueler;EndeAnschlussfoerderung;;;141;date;;;0;;DatumConverter;;;Ende der Anschlussförderung bei zugezogenen Schülern (Flüchtlingen)
Schueler;MasernImpfnachweis;;;142;varchar;1;-;0;;BooleanPlusMinusDefaultMinusConverter;;;Gibt an, ob ein Nachweis über die Masern-Impfung erbracht wurde
Schueler;Lernstandsbericht;;;143;varchar;1;-;0;;BooleanPlusMinusDefaultMinusConverter;;;Gibt an ob ein Schüler Sprachförderung in Deutsch (DAZ) erhält und somit Lernstandsberichte statt Zeugnisse
Schueler;SprachfoerderungVon;;;144;date;;;0;;DatumConverter;;;Datum des Beginns der Sprachförderung
Schueler;SprachfoerderungBis;;;145;date;;;0;;DatumConverter;;;Datum des Endes der Sprachförderung
Schueler;EntlassungBemerkung;;;146;varchar;255;;0;;;;;Bemerkung bei Entlassung von der eigenen Schule
Schueler;CredentialID;;;147;bigint;;;0;;;;;Die ID des Credential-Eintrags
Schueler;AktSchuljahr;;1;148;smallint;;;0;;;;;DEPRECATED: Aktuelles Schuljahr des Schülers
Schueler;AktAbschnitt;;1;149;smallint;;;0;;;;;DEPRECATED: Aktueller Abschnitt des Schülers
Schueler;Klasse;;1;150;varchar;15;;0;;;;;DEPRECATED: Klartext Klasse des Schülers
Schueler;NeuZugewandert;;;151;int;;0;1;;Boolean01Converter;;;Gibt an, ob der Schueler neu zugewandert ist (1) oder nicht (0). Wurde in der Ukraine Krise im Migrationshintergrund geschaffen.
Schueler_AllgAdr;ID;;;1;bigint;;;1;;;;;ID des Betriebeeintrags beim Schüler
Schueler_AllgAdr;Schueler_ID;;;2;bigint;;;1;;;;;SchülerID des Betriebeeintrags beim Schüler
Schueler_AllgAdr;Adresse_ID;;;3;bigint;;;1;;;;;AdressID des Betriebeeintrags beim Schüler
Schueler_AllgAdr;Vertragsart_ID;;;4;bigint;;;0;;;;;VertragsArtID des Betriebeeintrags beim Schüler
Schueler_AllgAdr;Vertragsbeginn;;;5;date;;;0;;DatumConverter;;;Datum Vertragsbeginn des Betriebeeintrags beim Schüler
Schueler_AllgAdr;Vertragsende;;;6;date;;;0;;DatumConverter;;;Datum des Vertragsende des Betriebeeintrags beim Schüler
Schueler_AllgAdr;Ausbilder;;;7;varchar;30;;0;;;;;Ausbildername des Betriebeeintrags beim Schüler
Schueler_AllgAdr;AllgAdrAnschreiben;;;8;varchar;1;-;0;;BooleanPlusMinusDefaultMinusConverter;;;Betrieb erhält Anschreiben Ja/Nein
Schueler_AllgAdr;Praktikum;;;9;varchar;1;-;0;;BooleanPlusMinusDefaultMinusConverter;;;Gibt an ob es ein Praktikum ist beim Betriebeeintrags beim Schüler
Schueler_AllgAdr;Sortierung;;;10;int;;;0;;;;;Sortierung des Betriebeeintrags beim Schüler
Schueler_AllgAdr;Ansprechpartner_ID;;;11;bigint;;;0;;;;;AnsprechpartnerID des Betriebeeintrags beim Schüler
Schueler_AllgAdr;Betreuungslehrer_ID;;;12;bigint;;;0;;;;;BetreuungslehrerID des Betriebeeintrags beim Schüler
Schueler_AllgAdr;SchulnrEigner;;1;13;int;;;0;;;;;Die Schulnummer zu welcher der Datensatz gehört – wird benötigt, wenn mehrere Schulen in einem Schema der Datenbank gespeichert werden
SchuelerAbgaenge;ID;;;1;bigint;;;1;;;;;ID der abgebenden Schule in der Liste
SchuelerAbgaenge;Schueler_ID;;;2;bigint;;;1;;;;;SchülerID zur abgebenden Schule
SchuelerAbgaenge;BemerkungIntern;;;3;varchar;30;;0;;;;;interne Bemerkung zur abgebenden Schule
SchuelerAbgaenge;AbgangsSchulform;;;4;varchar;2;;0;;;;;FSchulform zur abgebenden Schule
SchuelerAbgaenge;AbgangsBeschreibung;;;5;varchar;200;;0;;;;;Abgangsbeschreibung zur abgebenden Schule
SchuelerAbgaenge;OrganisationsformKrz;;;6;varchar;1;;0;;;;;Organisationform zur abgebenden Schule
SchuelerAbgaenge;AbgangsSchule;;;7;varchar;100;;0;;;;;Bezeichnung  zur abgebenden Schule
SchuelerAbgaenge;AbgangsSchuleAnschr;;;8;varchar;100;;0;;;;;Anschrift zur abgebenden Schule
SchuelerAbgaenge;AbgangsSchulNr;;;9;varchar;6;;0;;;;;Schulnummer zur abgebenden Schule
SchuelerAbgaenge;LSJahrgang;;;10;varchar;2;;0;;;;;Abgangsjahrgang zur abgebenden Schule
SchuelerAbgaenge;LSEntlassArt;;;11;varchar;2;;0;;;;;Entlassart zur abgebenden Schule
SchuelerAbgaenge;LSSchulformSIM;;;12;varchar;3;;0;;;;;Statiatikkürzel Schulform zur abgebenden Schule
SchuelerAbgaenge;LSSchulEntlassDatum;;;13;date;;;0;;DatumConverter;;;Entalssdtaum zur abgebenden Schule
SchuelerAbgaenge;LSVersetzung;;;14;varchar;2;;0;;;;;Versetzungsvermerk zur abgebenden Schule
SchuelerAbgaenge;LSSGL;;;15;varchar;5;;0;;;;;SGL zur abgebenden Schule
SchuelerAbgaenge;LSFachklKennung;;;16;varchar;10;;0;;;;;Fachklassenkennung zur abgebenden Schule BK
SchuelerAbgaenge;LSFachklSIM;;;17;varchar;5;;0;;;;;Statiatikkürzel Fachklasse zur abgebenden Schule
SchuelerAbgaenge;FuerSIMExport;;;18;varchar;1;-;0;;BooleanPlusMinusDefaultMinusConverter;;;SIM-Export zur abgebenden Schule
SchuelerAbgaenge;LSBeginnDatum;;;19;date;;;0;;DatumConverter;;;Aufnahmedatum zur abgebenden Schule
SchuelerAbgaenge;LSBeginnJahrgang;;;20;varchar;2;;0;;;;;Aufnahmejahrgang zur abgebenden Schule
SchuelerAbgaenge;SchulnrEigner;;1;21;int;;;0;;;;;Die Schulnummer zu welcher der Datensatz gehört – wird benötigt, wenn mehrere Schulen in einem Schema der Datenbank gespeichert werden
SchuelerAbiFaecher;ID;;;1;bigint;;;1;;;;;Eine eindeutige ID für die Abitur-Fach-Informationen des Schülers
SchuelerAbiFaecher;Schueler_ID;;;2;bigint;;;1;;;;;Die eindeutige ID des Schülers – verweist auf den Schüler
SchuelerAbiFaecher;Fach_ID;;;3;bigint;;;1;;;;;Die eindeutige ID des Faches – verweist auf das Fach
SchuelerAbiFaecher;FachKrz;;;4;varchar;20;;0;FachKuerzel;;;;Das Kürzel des Faches
SchuelerAbiFaecher;FSortierung;;;5;int;;;0;-;;;;Eine Zahl, welche die Sortierung der Fächer angibt
SchuelerAbiFaecher;Kurs_ID;;;7;bigint;;;0;;;;;Letzer Kurs Q2, 2.Hj: Die Kurs ID - verweist auf Kurse
SchuelerAbiFaecher;KursartAllg;;;8;varchar;5;;0;KursartAllgemein;GOStKursartConverter;1;;Die allgemeine Kursart des Faches (z.B. GK, LK)
SchuelerAbiFaecher;Fachlehrer_ID;;;9;bigint;;;0;;;;;Letzer Kurs Q2, 2.Hj: Die ID des Fachlehrers, der als letztes in diesem Fach unterrichtet hat
SchuelerAbiFaecher;AbiFach;;;10;varchar;1;;0;AbiturFach;GOStAbiturFachConverter;1;;Gibt an, ob das Fach bei der Abiturprüfung gewählt wurde und dann die Nummer des Abiturfaches (1-4)
SchuelerAbiFaecher;P11_1;;;11;varchar;2;;0;EF_HJ1_Notenpunkte;NoteConverterFromNotenpunkteString;1;;EF, 1. HJ: Die Notenpunkte für das Fach, NULL falls das Fach in dieserm Halbjahr nicht belegt wurde
SchuelerAbiFaecher;S11_1;;;12;varchar;1;-;0;EF_HJ1_BelegungArt;AbiturBelegungsartConverter;1;;EF, 1. HJ: Gibt die Art und Schriftlichkeit des Kurses an (-: nicht belegt, M: GK mündlich, S: GK schriftlich)
SchuelerAbiFaecher;P11_2;;;13;varchar;2;;0;EF_HJ2_Notenpunkte;NoteConverterFromNotenpunkteString;1;;EF, 2. HJ: Die Notenpunkte für das Fach, NULL falls das Fach in dieserm Halbjahr nicht belegt wurde
SchuelerAbiFaecher;S11_2;;;14;varchar;1;-;0;EF_HJ2_BelegungArt;AbiturBelegungsartConverter;1;;EF, 2. HJ: Gibt die Art und Schriftlichkeit des Kurses an (-: nicht belegt, M: GK mündlich, S: GK schriftlich)
SchuelerAbiFaecher;P_FA;;;15;varchar;2;;0;Facharbeit_Notenpunkte;NoteConverterFromNotenpunkteString;1;;BK: eingebrachte Facharbeit – Notenpunkte
SchuelerAbiFaecher;R_FA;;;16;varchar;1;-;0;Facharbeit_MarkiertFuerAbiturBerechnung;BooleanPlusMinusDefaultMinusConverter;;;"BK: eingebrachte Facharbeit – Gibt an, ob die Notenpunkte bei der Abiturberechnung genutzt werden, d.h. zur Nutzung markiert wurden. (+: Nutze für Berechnung, -: Nutze nicht für die Berechnung; /: Für die Nutzung zur Berechnung gesperrt)"
SchuelerAbiFaecher;W12_1;;;17;int;;;0;Q1_HJ1_Wochenstunden;;;;Q1, 1. Hj: Die Anzahl der Wochenstunden in diesem Halbjahr
SchuelerAbiFaecher;P12_1;;;18;varchar;2;;0;Q1_HJ1_Notenpunkte;NoteConverterFromNotenpunkteString;1;;Q1, 1. Hj: Die Notenpunkte für das Fach, NULL falls das Fach in dieserm Halbjahr nicht belegt wurde
SchuelerAbiFaecher;H12_1;;;19;int;;;0;-;;;;BK: Q1, 1. Hj: Speichert die User_ID von einem Benutzer, welche eine Proberechnung mit fiktiven Daten durchführt
SchuelerAbiFaecher;R12_1;;;20;varchar;1;-;0;Q1_HJ1_MarkiertFuerAbiturBerechnung;AbiturKursMarkierungConverter;1;;"Q1, 1. Hj: Gibt an, ob die Notenpunkte bei der Abiturberechnung genutzt werden, d.h. zur Nutzung markiert wurden. (+: Nutze für Berechnung, -: Nutze nicht für die Berechnung; /: Für die Nutzung zur Berechnung gesperrt)"
SchuelerAbiFaecher;S12_1;;;21;varchar;1;-;0;Q1_HJ1_BelegungArt;AbiturBelegungsartConverter;1;;Q1, 1. Hj: Gibt die Art und Schriftlichkeit des Kurses an (-: nicht belegt, M: GK mündlich, S: GK schriftlich, Z: Zusatzkurs, L: LK)
SchuelerAbiFaecher;W12_2;;;22;int;;;0;Q1_HJ2_Wochenstunden;;;;Q1, 2. Hj: Die Anzahl der Wochenstunden in diesem Halbjahr
SchuelerAbiFaecher;P12_2;;;23;varchar;2;;0;Q1_HJ2_Notenpunkte;NoteConverterFromNotenpunkteString;1;;Q1, 2. Hj: Die Notenpunkte für das Fach, NULL falls das Fach in dieserm Halbjahr nicht belegt wurde
SchuelerAbiFaecher;H12_2;;;24;int;;;0;-;;;;BK: Q1, 2. Hj: Speichert die User_ID von einem Benutzer, welche eine Proberechnung mit fiktiven Daten durchführt
SchuelerAbiFaecher;R12_2;;;25;varchar;1;-;0;Q1_HJ2_MarkiertFuerAbiturBerechnung;AbiturKursMarkierungConverter;1;;"Q1, 2. Hj: Gibt an, ob die Notenpunkte bei der Abiturberechnung genutzt werden, d.h. zur Nutzung markiert wurden. (+: Nutze für Berechnung, -: Nutze nicht für die Berechnung; /: Für die Nutzung zur Berechnung gesperrt)"
SchuelerAbiFaecher;S12_2;;;26;varchar;1;-;0;Q1_HJ2_BelegungArt;AbiturBelegungsartConverter;1;;Q1, 2. Hj: Gibt die Art und Schriftlichkeit des Kurses an (-: nicht belegt, M: GK mündlich, S: GK schriftlich, Z: Zusatzkurs, L: LK)
SchuelerAbiFaecher;W13_1;;;27;int;;;0;Q2_HJ1_Wochenstunden;;;;Q2, 1. Hj: Die Anzahl der Wochenstunden in diesem Halbjahr
SchuelerAbiFaecher;P13_1;;;28;varchar;2;;0;Q2_HJ1_Notenpunkte;NoteConverterFromNotenpunkteString;1;;Q2, 1. Hj: Die Notenpunkte für das Fach, NULL falls das Fach in dieserm Halbjahr nicht belegt wurde
SchuelerAbiFaecher;H13_1;;;29;int;;;0;-;;;;BK: Q2, 1. Hj: Speichert die User_ID von einem Benutzer, welche eine Proberechnung mit fiktiven Daten durchführt
SchuelerAbiFaecher;R13_1;;;30;varchar;1;-;0;Q2_HJ1_MarkiertFuerAbiturBerechnung;AbiturKursMarkierungConverter;1;;"Q2, 1. Hj: Gibt an, ob die Notenpunkte bei der Abiturberechnung genutzt werden, d.h. zur Nutzung markiert wurden. (+: Nutze für Berechnung, -: Nutze nicht für die Berechnung; /: Für die Nutzung zur Berechnung gesperrt)"
SchuelerAbiFaecher;S13_1;;;31;varchar;1;-;0;Q2_HJ1_BelegungArt;AbiturBelegungsartConverter;1;;Q2, 1. Hj: Gibt die Art und Schriftlichkeit des Kurses an (-: nicht belegt, M: GK mündlich, S: GK schriftlich, Z: Zusatzkurs, L: LK)
SchuelerAbiFaecher;W13_2;;;32;int;;;0;Q2_HJ2_Wochenstunden;;;;Q2,21. Hj: Die Anzahl der Wochenstunden in diesem Halbjahr
SchuelerAbiFaecher;P13_2;;;33;varchar;2;;0;Q2_HJ2_Notenpunkte;NoteConverterFromNotenpunkteString;1;;Q2, 2. Hj: Die Notenpunkte für das Fach, NULL falls das Fach in dieserm Halbjahr nicht belegt wurde
SchuelerAbiFaecher;H13_2;;;34;int;;;0;-;;;;BK: Q2, 2. Hj: Speichert die User_ID von einem Benutzer, welche eine Proberechnung mit fiktiven Daten durchführt
SchuelerAbiFaecher;R13_2;;;35;varchar;1;-;0;Q2_HJ2_MarkiertFuerAbiturBerechnung;AbiturKursMarkierungConverter;1;;"Q2, 2. Hj: Gibt an, ob die Notenpunkte bei der Abiturberechnung genutzt werden, d.h. zur Nutzung markiert wurden. (+: Nutze für Berechnung, -: Nutze nicht für die Berechnung; /: Für die Nutzung zur Berechnung gesperrt)"
SchuelerAbiFaecher;S13_2;;;36;varchar;1;-;0;Q2_HJ2_BelegungArt;AbiturBelegungsartConverter;1;;Q2, 2. Hj: Gibt die Art und Schriftlichkeit des Kurses an (-: nicht belegt, M: GK mündlich, S: GK schriftlich, Z: Zusatzkurs, L: LK)
SchuelerAbiFaecher;Zulassung;;;37;smallint;;;0;ZulassungPunktsumme;;;;Die Punkte für das Fach für die Abiturzulassung, NULL falls kein Kurs des Faches eingeht
SchuelerAbiFaecher;Durchschnitt;;;38;float;;;0;ZulassungNotenpunktdurchschnitt;;;;Der Notendurchschnitt, falls das Fach eines der ersten drei Abiturfächer ist
SchuelerAbiFaecher;AbiPruefErgebnis;;;39;smallint;;;0;PruefungNotenpunkte;NoteConverterFromNotenpunkte;1;;Die Notenpunkte aus der Abiturprüfung, falls das Fach eines der vier Abiturfächer ist
SchuelerAbiFaecher;Zwischenstand;;;40;smallint;;;0;PruefungPunktsummeZwischenstand;;;;Die Notenpunkte aus der Abiturprüfung multipliziert mit dem entsprechenden Faktor, falls das Fach eines der vier Abiturfächer ist (hier wird z.B. die besondere Lernleistung berücksichtigt
SchuelerAbiFaecher;MdlPflichtPruefung;;;41;varchar;1;-;0;PruefungMuendlichAbweichung;BooleanPlusMinusDefaultMinusConverter;;;true, falls eine mündliche Abweichungsprüfung in einem der ersten drei Abiturfächer nötig ist.
SchuelerAbiFaecher;MdlBestPruefung;;;42;varchar;1;-;0;PruefungMuendlichBestehen;BooleanPlusMinusDefaultMinusConverter;;;true, falls eine mündliche Bestehensprüfung in den ersten drei Abiturfächern notwendig ist, damit das Abitur noch bestanden werden kann.
SchuelerAbiFaecher;MdlFreiwPruefung;;;43;varchar;1;-;0;PruefungMuendlichFreiwillig;BooleanPlusMinusDefaultMinusConverter;;;true, falls eine freiwillige Prüfung in einem der ersten drei Abiturfächer stattfindet.
SchuelerAbiFaecher;MdlPruefErgebnis;;;44;smallint;;;0;PruefungMuendlichNotenpunkte;NoteConverterFromNotenpunkte;1;;enthält die Notenpunkte aus der mündlichen Abiturprüfung in einem der ersten drei Abiturfächer, falls diese durchgeführt wird, ansonsten NULL
SchuelerAbiFaecher;MdlPruefFolge;;;45;smallint;;;0;PruefungMuendlichReihenfolge;;;;enthält die Reihenfolge für mündliche Prüfungen in den ersten drei Abiturfächern, falls mehrere angesetzt werden (1, 2, 3)
SchuelerAbiFaecher;AbiErgebnis;;;46;smallint;;;0;PruefungPunktsummeGesamt;;;;Die Notenpunkte aus der Abiturprüfung multipliziert mit dem entsprechenden Faktor (hier wird z.B. die besondere Lernleistung) und unter Einbeziehung einer möglichen mündlicher Prüfung
SchuelerAbiFaecher;SchulnrEigner;;1;47;int;;;0;;;;;DEPRECATED: Die Nummer der Schule, zu der dieser Datensatz gehört (falls mehrere Schulen mit dem gleichen Schema arbeiten)
SchuelerAbiFaecher;Fachlehrer;;1;48;varchar;10;;0;;;;;DEPRECATED: Letzer Kurs Q2, 2.Hj: Der Fachlehrer, der als letztes in diesem Fach unterrichtet hat
SchuelerAbitur;ID;;;1;bigint;;;1;;;;;Eine eindeutige ID für den Abiturdatensatz
SchuelerAbitur;Schueler_ID;;;2;bigint;;;1;;;;;Die eindeutige ID des Schülers – verweist auf den Schüler
SchuelerAbitur;Schuljahresabschnitts_ID;;;3;bigint;;;0;;;;;ID des Schuljahresabschnittes aus der Tabelle Schuljahresabschnitte
SchuelerAbitur;FA_Fach;;;4;varchar;130;;0;FacharbeitFach;;;;BK: Facharbeit – Fach
SchuelerAbitur;FA_Punkte;;;5;int;;;0;FacharbeitNotenpunkte;;;;BK: Facharbeit – Notenpunkte der Facharbeit
SchuelerAbitur;FehlStd;;;6;int;;;0;FehlstundenSumme;;;;Die Summe der Fehlstunden – sofern berechnet
SchuelerAbitur;uFehlStd;;;7;int;;;0;FehlstundenSummeUnentschuldigt;;;;Die Summe der unentschuldigten Fehlstunden – sofern berechnet
SchuelerAbitur;Latinum;;1;8;varchar;1;-;0;hatLatinum;BooleanPlusMinusDefaultMinusConverter;;;Sprachqualifikation: Latinum
SchuelerAbitur;KlLatinum;;1;9;varchar;1;-;0;hatKleinesLatinum;BooleanPlusMinusDefaultMinusConverter;;;Sprachqualifikation: Kleines Latinum
SchuelerAbitur;Graecum;;1;10;varchar;1;-;0;hatGraecum;BooleanPlusMinusDefaultMinusConverter;;;Sprachqualifikation: Graecum
SchuelerAbitur;Hebraicum;;1;11;varchar;1;-;0;hatHebraicum;BooleanPlusMinusDefaultMinusConverter;;;Sprachqualifikation: Hebraicum
SchuelerAbitur;FranzBilingual;;;12;varchar;1;-;0;-;BooleanPlusMinusDefaultMinusConverter;;;DEPRECATED, nicht mehr genutzt
SchuelerAbitur;BesondereLernleistung;;;13;varchar;1;-;0;-;BooleanPlusMinusDefaultMinusConverter;;;DEPRECATED, nur für alte APO, markiert, ob eine besondere Lernleistung vorliegt
SchuelerAbitur;AnzRelLK;;;14;smallint;;;0;-;;;;DEPRECATED, nur alte APO für altes G9
SchuelerAbitur;AnzRelGK;;;15;smallint;;;0;-;;;;DEPRECATED, nur alte APO für altes G9
SchuelerAbitur;AnzRelOK;;;16;smallint;;;0;-;;;;DEPRECATED, nur alte APO für altes G9
SchuelerAbitur;AnzDefLK;;;17;smallint;;;0;-;;;;DEPRECATED, nur alte APO für altes G9
SchuelerAbitur;AnzDefGK;;;18;smallint;;;0;-;;;;DEPRECATED, nur alte APO für altes G9
SchuelerAbitur;Thema_PJK;;;19;varchar;255;;0;ProjektkursThema;;;;Projektkurs: Das Thema des Projektkurses
SchuelerAbitur;FS2_SekI_Manuell;;;20;varchar;1;-;0;FremdspracheSekIManuellGeprueft;BooleanPlusMinusDefaultMinusConverter;;;true, falls die zweite Fremsprache in der Sekundarstufe 1 manuell geprüft wurde und vom Algorithmus als gegeben angesehen werden kann.
SchuelerAbitur;Kurse_I;;;21;int;;;0;BlockI_AnzahlKurseEingebracht;;;;Block I: Die Anzahl der eingebrachten Kurse aus der Qualifikationsphase
SchuelerAbitur;Defizite_I;;;22;int;;;0;BlockI_AnzahlDefiziteEingebracht;;;;Block I: Die Gesamtanzahl der eingebrachten Defizite aus der Qualifikationsphase
SchuelerAbitur;LK_Defizite_I;;;23;int;;;0;BlockI_AnzahlDefiziteLK;;;;Block I: Die Anzahl der Defizite im LK-Bereich aus der Qualifikationsphase
SchuelerAbitur;AnzahlKurse_0;;;24;int;;;0;BlockI_AnzahlDefizite0Punkte;;;;Block I: Die Anzahl der Defizite mit 0 Punkten
SchuelerAbitur;Punktsumme_I;;;25;int;;;0;BlockI_PunktsummeNormiert;;;;Block I: Die normierte Punktesumme aus der Qualifikationsphase
SchuelerAbitur;Durchschnitt_I;;;26;float;;;0;BlockI_NotenpunktdurchschnittEingebrachterKurse;;;;Block I: Der Notenpunktdurchschnitt aus den eingebrachten Kurse der Qualifikationsphase
SchuelerAbitur;SummeGK;;;27;smallint;;;0;BlockI_SummeNotenpunkteGK;;;;Block I: Die Summe der erreichten Notepunkte aus dem Grundkurs-Bereich
SchuelerAbitur;SummeLK;;;28;smallint;;;0;BlockI_SummeNotenpunkteLK;;;;Block I: Die Summe der erreichten Notepunkte aus dem Leistungskurs-Bereich
SchuelerAbitur;SummenOK;;;29;smallint;;;0;-;;;;DEPRECATED: Punktsummen OK für alte APO für alres G9 (1: , NULL: )
SchuelerAbitur;Zugelassen;;;30;varchar;1;-;0;BlockI_HatZulassung;;;;Block I: Gibt an, ob der Schüler zu den Abiturprüfungen zugelassen ist, d.h. die Bedingungen für Block I erfüllt hat (+: Ja, -: Nein, R: Freiwilliger Rücktritt)
SchuelerAbitur;BLL_Art;;;31;varchar;1;K;0;BesondereLernleistungArt;GOStBesondereLernleistungConverter;1;;Besondere Lernleistung: Die Art der besonderen Lernleistung(K: Keine, E: Externe, P: in einem Projektkurs)
SchuelerAbitur;BLL_Punkte;;;32;int;;;0;BesondereLernleistungNotenpunkte;NoteConverterFromNotenpunkte;1;;Besondere Lernleistung: Die Notenpunkte, welche bei der besonderen Lernleistung erreicht wurden – einfach gewichtet
SchuelerAbitur;Thema_BLL;;;33;varchar;255;;0;BesondereLernleistungThema;;;;Besondere Lernleistung: Das Thema der besonderen Lernleistung
SchuelerAbitur;Punktsumme_II;;;34;int;;;0;Pruefung_Punktsumme;;;;Block II: Die Punktsumme aus den Abiturprüfungen, NULL falls noch nicht berechnet
SchuelerAbitur;Defizite_II;;;35;int;;;0;Pruefung_AnzahlDefizite;;;;Block II: Die Anzahl der Defizite bei den Abiturprüfungen, NULL falls noch nicht berechnet
SchuelerAbitur;LK_Defizite_II;;;36;int;;;0;Pruefung_AnzahlDefiziteLK;;;;Block II: Die Anzahl der LK-Defizite bei den Abiturprüfungen, NULL falls noch nicht berechnet
SchuelerAbitur;PruefungBestanden;;;37;varchar;1;-;0;Pruefung_hatBestanden;BooleanPlusMinusDefaultMinusConverter;;;Gesamt: Gibt an, ob die Abiturprüfung bestanden wurde
SchuelerAbitur;Note;;;38;varchar;3;;0;AbiturNote;;;;Gesamt: Die Abschlussnote des Abiturs
SchuelerAbitur;GesamtPunktzahl;;;39;smallint;;;0;AbiturGesamtPunktzahl;;;;Gesamt: Die Gesamtpunktzahl aus beiden Blöcken (Qualifikationsphase und Abiturprüfung)
SchuelerAbitur;Notensprung;;;40;smallint;;;0;VerbesserungAbPunktzahl;;;;Gesamt: Die Gesamtpunktzahl, ab der eine höhere Notenstufe erreicht würde
SchuelerAbitur;FehlendePunktzahl;;;41;smallint;;;0;VerbesserungBenoetigePunkte;;;;Gesamt: Die Anzahl an Punkten, die zur nächsthöheren Note fehlt
SchuelerAbitur;Jahr;;1;42;int;;;0;Pruefung_Schuljahr;;;;Das Schuljahr der Abiturprüfung
SchuelerAbitur;Abschnitt;;1;43;int;;;0;Pruefung_SchuljahresAbschnitt;;;;Der Schuljahres-Abschnitt der Abiturprüfung
