SF;Art;Beschreibung;KZ_Bereich;KZ_Bereich_JG;AbgangsJG;Flag;geaendert;gueltigVon;gueltigBis
H;A;Ohne Abschluss (zehnjährige Vollzeitschulpflicht erfüllt);0;0;08;1;2013-06-04 16:02:51;;
H;A;Ohne Abschluss (zehnjährige Vollzeitschulpflicht erfüllt) (Nur sachgerecht bei Nichtversetzung. Mit Versetzung in den Jg. 10 wird gem. § 40 APO-SI der Hauptschulabschluss erworben);0;0;09;1;2019-05-09 11:04:16;;
H;A;Ohne Abschluss (nur für kürzlich zugewanderte Seiteneinsteiger, die nicht aus Klasse 9 versetzt wurden);0;0;10;1;2021-04-13 11:37:48;;
H;A;Ohne Abschluss (nur für kürzlich zugewanderte Seiteneinsteiger, die nicht aus Klasse 9 vesetzt wurden);0;0;1A;1;2021-04-13 12:30:56;;
H;A;Ohne Abschluss (nur für kürzlich zugewanderte Seiteneinsteiger, die nicht aus Klasse 9 vesetzt wurden);0;0;1B;1;2021-04-13 12:31:14;;
PS;A;Ohne Abschluss (zehnjährige Vollzeitschulpflicht erfüllt);0;0;06;1;2015-04-02 10:20:47;;
PS;A;Ohne Abschluss (zehnjährige Vollzeitschulpflicht erfüllt);0;0;07;1;2016-03-17 13:58:57;;
PS;A;Ohne Abschluss (zehnjährige Vollzeitschulpflicht erfüllt);0;0;08;1;2017-05-02 13:56:30;;
PS;A;Ohne Abschluss (zehnjährige Vollzeitschulpflicht erfüllt) (Nur sachgerecht bei Nichtversetzung. Mit Versetzung in den Jg. 10 wird gem. § 40 APO-SI der Hauptschulabschluss erworben);0;0;09;1;2019-05-09 11:04:23;;
PS;A;Ohne Abschluss (nur für kürzlich zugewanderte Seiteneinsteiger, die nicht aus Klasse 9 versetzt wurden);0;0;10;1;2021-04-13 11:40:40;;
R;A;Ohne Abschluss (zehnjährige Vollzeitschulpflicht erfüllt);0;0;06;1;2013-06-05 10:30:28;;
R;A;Ohne Abschluss (zehnjährige Vollzeitschulpflicht erfüllt);0;0;07;1;2013-06-05 10:30:32;;
R;A;Ohne Abschluss (zehnjährige Vollzeitschulpflicht erfüllt);0;0;08;1;2013-06-05 10:30:36;;
R;A;Ohne Abschluss (zehnjährige Vollzeitschulpflicht erfüllt) (Nur sachgerecht bei Nichtversetzung. Mit Versetzung in den Jg. 10 wird gem. § 40 APO-SI der Hauptschulabschluss erworben);0;0;09;1;2019-05-09 11:04:30;;
R;A;Ohne Abschluss (nur für kürzlich zugewanderte Seiteneinsteiger, die nicht aus Klasse 9 versetzt wurden);0;0;10;1;2021-04-13 11:42:22;;
R;A;Ohne Abschluss (nur für kürzlich zugewanderte Seiteneinsteiger, die nicht aus Klasse 9 versetzt wurden);0;0;1A;1;2021-04-13 12:31:19;;
S;A;Ohne Abschluss (zehnjährige Vollzeitschulpflicht erfüllt);0;0;06;1;2014-04-04 07:45:09;;
S;A;Ohne Abschluss (zehnjährige Vollzeitschulpflicht erfüllt);0;0;07;1;2014-04-04 07:45:12;;
S;A;Ohne Abschluss (zehnjährige Vollzeitschulpflicht erfüllt);0;0;08;1;2014-04-04 07:45:16;;
S;A;Ohne Abschluss (zehnjährige Vollzeitschulpflicht erfüllt) (Nur sachgerecht bei Nichtversetzung. Mit Versetzung in den Jg. 10 wird gem. § 40 APO-SI der Hauptschulabschluss erworben);0;0;09;1;2019-05-09 11:04:37;;
S;A;Ohne Abschluss (nur für kürzlich zugewanderte Seiteneinsteiger, die nicht aus Klasse 9 versetzt wurden);0;0;10;1;2021-04-13 11:45:54;;
S;A;Ohne Abschluss;0;0;71;1;2013-06-07 11:05:54;;
SG;A;Ohne Abschluss (zehnjährige Vollzeitschulpflicht erfüllt);0;0;06;1;2013-06-06 12:11:12;;
SG;A;Ohne Abschluss (zehnjährige Vollzeitschulpflicht erfüllt);0;0;07;1;2013-06-06 12:11:14;;
SG;A;Ohne Abschluss (zehnjährige Vollzeitschulpflicht erfüllt);0;0;08;1;2013-06-06 13:07:16;;
SG;A;Ohne Abschluss (zehnjährige Vollzeitschulpflicht erfüllt) (Nur sachgerecht bei Nichtversetzung. Mit Versetzung in den Jg. 10 wird gem. § 40 APO-SI der Hauptschulabschluss erworben);0;0;09;1;2019-05-09 11:04:48;;
SG;A;Ohne Abschluss (nur für kürzlich zugewanderte Seiteneinsteiger, die nicht aus Klasse 9 versetzt wurden);0;0;10;1;2021-04-13 11:46:48;;
SK;A;Ohne Abschluss (zehnjährige Vollzeitschulpflicht erfüllt);0;0;06;1;2013-06-05 13:15:38;;
SK;A;Ohne Abschluss (zehnjährige Vollzeitschulpflicht erfüllt);0;0;07;1;2013-06-05 13:15:41;;
SK;A;Ohne Abschluss (zehnjährige Vollzeitschulpflicht erfüllt);0;0;08;1;2013-06-05 13:15:44;;
SK;A;Ohne Abschluss (zehnjährige Vollzeitschulpflicht erfüllt) (Nur sachgerecht bei Nichtversetzung. Mit Versetzung in den Jg. 10 wird gem. § 40 APO-SI der Hauptschulabschluss erworben);0;0;09;1;2019-05-09 11:04:54;;
SK;A;Ohne Abschluss (nur für kürzlich zugewanderte Seiteneinsteiger, die nicht aus Klasse 9 versetzt wurden);0;0;10;1;2021-04-13 11:48:52;;
SK;A;Ohne Abschluss (nur für kürzlich zugewanderte Seiteneinsteiger, die nicht aus Klasse 9 versetzt wurden);0;0;1A;1;2021-04-13 12:31:31;;
SK;A;Ohne Abschluss (nur für kürzlich zugewanderte Seiteneinsteiger, die nicht aus Klasse 9 versetzt wurden);0;0;1B;1;2021-04-13 12:31:41;;
SR;A;Ohne Abschluss (zehnjährige Vollzeitschulpflicht erfüllt);0;0;06;1;2013-06-06 13:07:08;;
SR;A;Ohne Abschluss (zehnjährige Vollzeitschulpflicht erfüllt);0;0;07;1;2013-06-06 13:07:14;;
SR;A;Ohne Abschluss (zehnjährige Vollzeitschulpflicht erfüllt);0;0;08;1;2013-06-06 13:07:19;;
SR;A;Ohne Abschluss (zehnjährige Vollzeitschulpflicht erfüllt) (Nur sachgerecht bei Nichtversetzung. Mit Versetzung in den Jg. 10 wird gem. § 40 APO-SI der Hauptschulabschluss erworben);0;0;09;1;2019-05-09 11:05:00;;
SR;A;Ohne Abschluss (nur für kürzlich zugewanderte Seiteneinsteiger, die nicht aus Klasse 9 versetzt wurden);0;0;10;1;2021-04-13 11:49:39;;
V;A;Ohne Abschluss (zehnjährige Vollzeitschulpflicht erfüllt);0;0;06;1;2013-06-06 08:45:57;;
V;A;Ohne Abschluss (zehnjährige Vollzeitschulpflicht erfüllt);0;0;07;1;2013-06-06 08:45:59;;
V;A;Ohne Abschluss (zehnjährige Vollzeitschulpflicht erfüllt);0;0;08;1;2013-06-06 08:46:02;;
V;A;Ohne Abschluss (zehnjährige Vollzeitschulpflicht erfüllt) (Nur sachgerecht bei Nichtversetzung. Mit Versetzung in den Jg. 10 wird gem. § 40 APO-SI der Hauptschulabschluss erworben);0;0;09;1;2019-05-09 11:05:08;;
V;A;Ohne Abschluss (nur für kürzlich zugewanderte Seiteneinsteiger, die nicht aus Klasse 9 versetzt wurden);0;0;10;1;2021-04-13 11:51:05;;
V;A;Ohne Abschluss (nur für kürzlich zugewanderte Seiteneinsteiger, die nicht aus Klasse 9 versetzt wurden);0;0;1A;1;2021-04-13 12:31:46;;
V;A;Ohne Abschluss (nur für kürzlich zugewanderte Seiteneinsteiger, die nicht aus Klasse 9 versetzt wurden);0;0;1B;1;2021-04-13 12:32:08;;
FW;B;Hauptschulabschluss;0;0;10;1;2021-04-13 12:06:51;;
FW;B;Hauptschulabschluss;0;0;11;1;2016-04-27 15:03:15;;
FW;B;Hauptschulabschluss;0;0;12;1;2016-04-27 15:03:50;;
FW;B;Hauptschulabschluss;0;0;71;1;2013-06-06 09:00:12;;
GE;B;Hauptschulabschluss (ohne Berechtigung zum Besuch der Klasse 10, Typ B) (zehnjährige Vollzeitschulpflicht erfüllt);0;0;09;1;2013-06-05 14:17:20;;
GE;B;Hauptschulabschluss (ohne Berechtigung zum Besuch der Klasse 10, Typ B) (ohne weiteren Abschluss im Jahrgang 10);0;0;10;1;2016-05-19 09:45:11;;
GM;B;Hauptschulabschluss (ohne Berechtigung zum Besuch der Klasse 10, Typ B) (zehnjährige Vollzeitschulpflicht erfüllt);0;0;09;1;2016-03-17 14:05:41;;
GM;B;Hauptschulabschluss (ohne Berechtigung zum Besuch der Klasse 10, Typ B) (ohne weiteren Abschluss im Jahrgang 10);0;0;10;1;2017-05-02 11:53:42;;
GM;B;Hauptschulabschluss (ohne Berechtigung zum Besuch der Klasse 10, Typ B) (ohne weiteren Abschluss im Jahrgang 10);0;0;1A;1;2019-05-09 09:14:32;;
GM;B;Hauptschulabschluss (ohne Berechtigung zum Besuch der Klasse 10, Typ B) (ohne weiteren Abschluss im Jahrgang 10);0;0;1B;1;2020-05-08 13:27:06;;
GY;B;Hauptschulabschluss nach Klasse 9 vergleichbarer Abschluss (ohne Berechtigung zum Besuch der Klasse 10 bzw. der gymnasialen Oberstufe, § 40 Abs. 4 S. 3 i.V.m. § 22 Abs. 1 u. § 25 Abs. 1 u. 2 APO-SI);0;0;09;1;2016-05-19 10:17:54;;
GY;B;Hauptschulabschluss (ohne Berechtigung zum Besuch der Klasse 10, Typ B) (nur G9 Bildungsgänge mit dem Förderschwerpunkt Lernen);0;0;10;1;2016-04-28 12:33:25;;
GY;B;Hauptschulabschluss (ohne Berechtigung zum Besuch der Klasse 10, Typ B) (nur G8 Bildungsgänge mit dem Förderschwerpunkt Lernen);0;0;EF;1;2016-04-28 12:34:40;;
H;B;Hauptschulabschluss (ohne Berechtigung zum Besuch der Klasse 10, Typ B) (zehnjährige Vollzeitschulpflicht erfüllt);0;0;09;1;2013-06-04 16:10:53;;
H;B;Hauptschulabschluss (ohne Berechtigung zum Besuch der Klasse 10, Typ B);0;0;10;1;2013-06-04 16:04:43;;
H;B;Hauptschulabschluss (ohne Berechtigung zum Besuch der Klasse 10, Typ B);0;0;1A;1;2013-06-05 10:39:11;;
H;B;Hauptschulabschluss (ohne Berechtigung zum Besuch der Klasse 10, Typ B);0;0;1B;1;2020-05-08 13:28:44;;
PS;B;Hauptschulabschluss (ohne Berechtigung zum Besuch der Klasse 10, Typ B) (zehnjährige Vollzeitschulpflicht erfüllt);0;0;09;1;2018-04-24 08:58:35;;
PS;B;Hauptschulabschluss (ohne Berechtigung zum Besuch der Klasse 10, Typ B);0;0;10;1;2019-05-09 10:42:27;;
R;B;Hauptschulabschluss (ohne Berechtigung zum Besuch der Klasse 10, Typ B) (zehnjährige Vollzeitschulpflicht erfüllt);0;0;09;1;2013-06-05 10:33:03;;
R;B;Hauptschulabschluss (ohne Berechtigung zum Besuch der Klasse 10, Typ B);0;0;10;1;2013-06-05 10:33:05;;
R;B;Hauptschulabschluss (ohne Berechtigung zum Besuch der Klasse 10, Typ B);0;0;1A;1;2013-06-05 10:47:16;;
S;B;Hauptschulabschluss (ohne Berechtigung zum Besuch der Klasse 10, Typ B) (zehnjährige Vollzeitschulpflicht erfüllt);0;0;09;1;2013-06-05 07:59:55;;
S;B;Hauptschulabschluss (ohne Berechtigung zum Besuch der Klasse 10, Typ B);0;0;10;1;2013-06-05 10:45:31;;
S;B;Hauptschulabschluss (ohne Berechtigung zum Besuch der Klasse 10, Typ B);0;0;71;1;2017-05-02 14:09:01;;
SG;B;Hauptschulabschluss (ohne Berechtigung zum Besuch der Klasse 10, Typ B) (zehnjährige Vollzeitschulpflicht erfüllt);0;0;09;1;2013-06-06 13:12:26;;
SK;B;Hauptschulabschluss (ohne Berechtigung zum Besuch der Klasse 10, Typ B) (zehnjährige Vollzeitschulpflicht erfüllt);0;0;09;1;2013-06-05 13:15:49;;
SK;B;Hauptschulabschluss (ohne Berechtigung zum Besuch der Klasse 10, Typ B);0;0;10;1;2013-06-05 13:15:52;;
SK;B;Hauptschulabschluss (ohne Berechtigung zum Besuch der Klasse 10, Typ B);0;0;1A;1;2013-06-05 13:15:54;;
SK;B;Hauptschulabschluss (ohne Berechtigung zum Besuch der Klasse 10, Typ B);0;0;1B;1;2020-05-08 13:31:12;;
SR;B;Hauptschulabschluss (ohne Berechtigung zum Besuch der Klasse 10, Typ B) (zehnjährige Vollzeitschulpflicht erfüllt);0;0;09;1;2013-06-06 13:09:38;;
V;B;Hauptschulabschluss (ohne Berechtigung zum Besuch der Klasse 10, Typ B) (zehnjährige Vollzeitschulpflicht erfüllt);0;0;09;1;2013-06-05 07:41:59;;
V;B;Hauptschulabschluss (ohne Berechtigung zum Besuch der Klasse 10, Typ B);0;0;10;1;2013-06-05 07:40:31;;
V;B;Hauptschulabschluss (ohne Berechtigung zum Besuch der Klasse 10, Typ B);0;0;1A;1;2013-06-05 10:43:09;;
V;B;Hauptschulabschluss (ohne Berechtigung zum Besuch der Klasse 10, Typ B);0;0;1B;1;2020-05-08 13:31:42;;
WB;B;Hauptschulabschluss (ohne Berechtigung zum Besuch der Klasse 10, Typ B);0;0;**;1;2013-06-06 12:10:27;;
GE;C;Hauptschulabschluss (mit Berechtigung zum Besuch der Klasse 10, Typ B) (Nur G9, zehnjährige Vollzeitschulpflicht erfüllt);0;0;09;1;2016-04-28 09:55:38;;
GE;C;Hauptschulabschluss (mit Berechtigung zum Besuch der Klasse 10, Typ B) (ohne weiteren Abschluss im Jahrgang 10);0;0;10;1;2013-06-05 15:36:01;;
GM;C;Hauptschulabschluss (mit Berechtigung zum Besuch der Klasse 10, Typ B) (zehnjährige Vollzeitschulpflicht erfüllt);0;0;09;1;2016-03-17 14:06:42;;
GM;C;Hauptschulabschluss (mit Berechtigung zum Besuch der Klasse 10, Typ B) (ohne weiteren Abschluss im Jahrgang 10);0;0;10;1;2017-05-02 12:44:28;;
GM;C;Hauptschulabschluss (mit Berechtigung zum Besuch der Klasse 10, Typ B) (ohne weiteren Abschluss im Jahrgang 10);0;0;1B;1;2019-05-09 09:14:49;;
GY;C;Hauptschulabschluss nach Klasse 9 vergleichbarer Abschluss (mit Berechtigung zum Besuch der Klasse 10, Typ B) (nur G9 Bildungsgänge, mit Versetzung);0;0;09;1;2016-05-19 10:18:50;;
GY;C;Hauptschulabschluss nach Klasse 9 vergleichbarer Abschluss (mit Berechtigung zum Besuch der Klasse 10, Typ B) (ohne weiteren Abschluss in Klasse 10);0;0;10;1;2016-05-19 10:43:16;;
H;C;Hauptschulabschluss (mit Berechtigung zum Besuch der Klasse 10, Typ B) (zehnjährige Vollzeitschulpflicht erfüllt);0;0;09;1;2013-06-04 16:11:47;;
H;C;Hauptschulabschluss (mit Berechtigung zum Besuch der Klasse 10, Typ B);0;0;10;1;2013-06-04 16:14:11;;
H;C;Hauptschulabschluss (mit Berechtigung zum Besuch der Klasse 10, Typ B) (ohne weiteren Abschluss im Jahrgang 10);0;0;1B;1;2013-06-04 16:16:32;;
PS;C;Hauptschulabschluss (mit Berechtigung zum Besuch der Klasse 10, Typ B) (zehnjährige Vollzeitschulpflicht erfüllt);0;0;09;1;2018-04-24 08:58:23;;
PS;C;Hauptschulabschluss (mit Berechtigung zum Besuch der Klasse 10, Typ B) (ohne weiteren Abschluss im Jahrgang 10);0;0;10;1;2019-05-09 10:39:23;;
R;C;Hauptschulabschluss (mit Berechtigung zum Besuch der Klasse 10, Typ B) (zehnjährige Vollzeitschulpflicht erfüllt);0;0;09;1;2013-06-05 10:47:52;;
R;C;Hauptschulabschluss (mit Berechtigung zum Besuch der Klasse 10, Typ B);0;0;10;1;2013-06-05 10:56:30;;
S;C;Hauptschulabschluss (mit Berechtigung zum Besuch der Klasse 10, Typ B) (zehnjährige Vollzeitschulpflicht erfüllt);0;0;09;1;2017-03-31 11:04:24;;
S;C;Hauptschulabschluss (mit Berechtigung zum Besuch der Klasse 10, Typ B);0;0;10;1;2017-03-31 11:04:44;;
S;C;Hauptschulabschluss (mit Berechtigung zum Besuch der Klasse 10, Typ B);0;0;71;1;2013-06-07 11:06:26;;
SG;C;Hauptschulabschluss (mit Berechtigung zum Besuch der Klasse 10, Typ B) (zehnjährige Vollzeitschulpflicht erfüllt);0;0;09;1;2013-06-06 13:13:55;;
SG;C;Hauptschulabschluss (mit Berechtigung zum Besuch der Klasse 10, Typ B);0;0;10;1;2013-06-06 13:14:06;;
SK;C;Hauptschulabschluss (mit Berechtigung zum Besuch der Klasse 10, Typ B) (zehnjährige Vollzeitschulpflicht erfüllt);0;0;09;1;2013-06-05 13:15:58;;
SK;C;Hauptschulabschluss (mit Berechtigung zum Besuch der Klasse 10, Typ B);0;0;10;1;2013-06-05 13:16:00;;
SK;C;Hauptschulabschluss (mit Berechtigung zum Besuch der Klasse 10, Typ B) (ohne weiteren Abschluss im Jahrgang 10);0;0;1B;1;2013-06-05 13:16:03;;
SR;C;Hauptschulabschluss (mit Berechtigung zum Besuch der Klasse 10, Typ B) (zehnjährige Vollzeitschulpflicht erfüllt);0;0;09;1;2013-06-06 13:10:22;;
SR;C;Hauptschulabschluss (mit Berechtigung zum Besuch der Klasse 10, Typ B);0;0;10;1;2013-06-06 13:10:39;;
V;C;Hauptschulabschluss (mit Berechtigung zum Besuch der Klasse 10, Typ B) (zehnjährige Vollzeitschulpflicht erfüllt);0;0;09;1;2013-06-05 07:42:54;;
V;C;Hauptschulabschluss (mit Berechtigung zum Besuch der Klasse 10, Typ B);0;0;10;1;2013-06-05 07:42:20;;
V;C;Hauptschulabschluss (mit Berechtigung zum Besuch der Klasse 10, Typ B) (ohne weiteren Abschluss im Jahrgang 10);0;0;1B;1;2013-06-05 10:36:29;;
FW;D;Hauptschulabschluss nach Klasse 10;0;0;11;1;2013-06-06 08:59:30;;
FW;D;Hauptschulabschluss nach Klasse 10;0;0;12;1;2009-06-10 16:09:55;;
FW;D;Hauptschulabschluss nach Klasse 10;0;0;13;1;2016-04-27 15:08:01;;
FW;D;Hauptschulabschluss nach Klasse 10;0;0;71;1;2009-06-10 16:16:56;;
GE;D;Hauptschulabschluss nach Klasse 10;0;0;10;1;2006-06-08 12:12:25;;
GM;D;Hauptschulabschluss nach Klasse 10;0;0;10;1;2017-05-02 11:54:29;;
GM;D;Hauptschulabschluss nach Klasse 10;0;0;1A;1;2019-05-09 09:10:44;;
GM;D;Hauptschulabschluss nach Klasse 10;0;0;1B;1;2019-05-09 09:11:49;;
GY;D;Hauptschulabschluss nach Klasse 10 (§ 41 Abs. 2 APO-SI);0;0;10;1;2016-04-28 12:37:39;;
H;D;Hauptschulabschluss nach Klasse 10;0;0;10;1;2013-06-04 16:17:15;;
H;D;Hauptschulabschluss nach Klasse 10;0;0;1A;1;2006-06-08 15:55:40;;
H;D;Hauptschulabschluss nach Klasse 10;0;0;1B;1;2006-06-08 15:56:06;;
PS;D;Hauptschulabschluss nach Klasse 10;0;0;10;1;2019-05-09 10:39:51;;
R;D;Hauptschulabschluss nach Klasse 10;0;0;10;1;2013-06-05 10:58:16;;
R;D;Hauptschulabschluss nach Klasse 10;0;0;1A;1;2013-06-05 10:58:24;;
S;D;Hauptschulabschluss nach Klasse 10;0;0;10;1;2013-06-05 08:04:45;;
S;D;Hauptschulabschluss nach Klasse 10;0;0;71;1;2013-06-05 08:05:04;;
SG;D;Hauptschulabschluss nach Klasse 10;0;0;10;1;2013-06-06 13:14:12;;
SK;D;Hauptschulabschluss nach Klasse 10;0;0;10;1;2013-06-05 13:16:06;;
SK;D;Hauptschulabschluss nach Klasse 10;0;0;1A;1;2013-06-05 13:16:09;;
SK;D;Hauptschulabschluss nach Klasse 10;0;0;1B;1;2013-06-05 13:16:11;;
SR;D;Hauptschulabschluss nach Klasse 10;0;0;10;1;2013-06-06 13:10:52;;
V;D;Hauptschulabschluss nach Klasse 10;0;0;10;1;2013-06-05 07:44:26;;
V;D;Hauptschulabschluss nach Klasse 10;0;0;1A;1;2006-06-08 16:05:57;;
V;D;Hauptschulabschluss nach Klasse 10;0;0;1B;1;2006-06-08 16:06:25;;
WB;D;Hauptschulabschluss nach Klasse 10;0;0;**;1;2008-06-30 15:00:10;;
FW;F;Mittlerer Schulabschluss - Fachoberschulreife ohne Berechtigung zum Besuch der gymnasialen Oberstufe;0;0;11;1;2013-06-06 09:00:28;;
FW;F;Mittlerer Schulabschluss - Fachoberschulreife ohne Berechtigung zum Besuch der gymnasialen Oberstufe;0;0;12;1;2013-06-06 09:00:32;;
FW;F;Mittlerer Schulabschluss - Fachoberschulreife ohne Berechtigung zum Besuch der gymnasialen Oberstufe;0;0;13;1;2016-04-27 15:07:28;;
FW;F;Mittlerer Schulabschluss - Fachoberschulreife ohne Berechtigung zum Besuch der gymnasialen Oberstufe;0;0;71;1;2013-06-06 09:00:38;;
GE;F;Mittlerer Schulabschluss (Fachoberschulreife) ohne Berechtigung zum Besuch der gymnasialen Oberstufe;0;0;10;1;2016-04-28 09:57:00;;
GM;F;Mittlerer Schulabschluss (Fachoberschulreife) ohne Berechtigung zum Besuch der gymnasialen Oberstufe;0;0;10;1;2017-05-02 11:54:36;;
GM;F;Mittlerer Schulabschluss - Fachoberschulreife ohne Berechtigung zum Besuch der gymnasialen Oberstufe;0;0;1B;1;2019-05-09 09:12:11;;
GY;F;Mittlerer Schulabschluss (Fachoberschulreife) (ohne Versetzungsvermerk);0;0;10;1;2016-04-28 12:38:17;;
H;F;Mittlerer Schulabschluss - Fachoberschulreife ohne Berechtigung zum Besuch der gymnasialen Oberstufe;0;0;10;1;2013-06-04 16:18:08;;
H;F;Mittlerer Schulabschluss - Fachoberschulreife ohne Berechtigung zum Besuch der gymnasialen Oberstufe;0;0;1B;1;2013-06-04 16:18:23;;
PS;F;Mittlerer Schulabschluss (Fachoberschulreife) ohne Berechtigung zum Besuch der gymnasialen Oberstufe;0;0;10;1;2019-05-09 10:40:11;;
R;F;Mittlerer Schulabschluss - Fachoberschulreife ohne Berechtigung zum Besuch der gymnasialen Oberstufe;0;0;10;1;2013-06-05 10:59:18;;
S;F;Mittlerer Schulabschluss - Fachoberschulreife ohne Berechtigung zum Besuch der gymnasialen Oberstufe;0;0;10;1;2013-06-05 08:05:36;;
S;F;Mittlerer Schulabschluss - Fachoberschulreife ohne Berechtigung zum Besuch der gymnasialen Oberstufe;0;0;71;1;2013-06-05 08:05:57;;
SG;F;Mittlerer Schulabschluss - Fachoberschulreife ohne Berechtigung zum Besuch der gymnasialen Oberstufe;0;0;10;1;2013-06-06 13:14:19;;
SK;F;Mittlerer Schulabschluss - Fachoberschulreife ohne Berechtigung zum Besuch der gymnasialen Oberstufe;0;0;10;1;2013-06-05 13:16:19;;
SK;F;Mittlerer Schulabschluss - Fachoberschulreife ohne Berechtigung zum Besuch der gymnasialen Oberstufe;0;0;1B;1;2013-06-05 13:16:22;;
SR;F;Mittlerer Schulabschluss - Fachoberschulreife ohne Berechtigung zum Besuch der gymnasialen Oberstufe;0;0;10;1;2013-06-06 13:11:20;;
V;F;Mittlerer Schulabschluss - Fachoberschulreife ohne Berechtigung zum Besuch der gymnasialen Oberstufe;0;0;10;1;2013-06-05 07:46:29;;
V;F;Mittlerer Schulabschluss - Fachoberschulreife ohne Berechtigung zum Besuch der gymnasialen Oberstufe;0;0;1B;1;2013-06-05 07:46:43;;
WB;F;Mittlerer Schulabschluss - Fachoberschulreife ohne Berechtigung zum Besuch der gymnasialen Oberstufe (ohne Versetzungsvermerk);0;0;**;1;2013-06-06 12:09:18;;
FW;G;Mittlerer Schulabschluss - Fachoberschulreife mit Berechtigung zum Besuch der gymnasialen Oberstufe (nur Hiberniakolleg);0;0;01;1;2013-06-06 09:04:42;;
FW;G;Mittlerer Schulabschluss - Fachoberschulreife mit Berechtigung zum Besuch der gymnasialen Oberstufe (nur Hiberniakolleg);0;0;02;1;2013-06-06 09:04:54;;
FW;G;Mittlerer Schulabschluss - Fachoberschulreife mit Berechtigung zum Besuch der gymnasialen Oberstufe (nur Hiberniakolleg);0;0;03;1;2013-06-06 09:05:14;;
FW;G;Mittlerer Schulabschluss - Fachoberschulreife mit Berechtigung zum Besuch der gymnasialen Oberstufe (nur Hiberniakolleg);0;0;04;1;2013-06-06 09:05:32;;
FW;G;Mittlerer Schulabschluss - Fachoberschulreife mit Berechtigung zum Besuch der gymnasialen Oberstufe;0;0;11;1;2013-06-06 09:01:10;;
FW;G;Mittlerer Schulabschluss - Fachoberschulreife mit Berechtigung zum Besuch der gymnasialen Oberstufe;0;0;12;1;2013-06-06 09:01:14;;
FW;G;Mittlerer Schulabschluss - Fachoberschulreife mit Berechtigung zum Besuch der gymnasialen Oberstufe;0;0;13;1;2016-04-27 15:07:06;;
FW;G;Mittlerer Schulabschluss - Fachoberschulreife mit Berechtigung zum Besuch der gymnasialen Oberstufe;0;0;71;1;2013-06-06 09:01:35;;
GE;G;Mittlerer Schulabschluss (Fachoberschulreife) mit Berechtigung zum Besuch der gymnasialen Oberstufe (Einführungsphase);0;0;10;1;2016-04-28 09:56:45;;
GE;G;Mittlerer Schulabschluss (Fachoberschulreife) (mit Berechtigung zum Besuch der gymnasialen Oberstufe bzw. ohne Versetzungsvermerk, § 40 Abs. 2 APO-GOSt);0;0;EF;1;2016-05-19 09:51:29;;
GM;G;Mittlerer Schulabschluss (Fachoberschulreife) mit Berechtigung zum Besuch der gymnasialen Oberstufe (Einführungsphase);0;0;10;1;2017-05-02 11:54:53;;
GM;G;Mittlerer Schulabschluss - Fachoberschulreife mit Berechtigung zum Besuch der gymnasialen Oberstufe;0;0;1B;1;2019-05-09 09:12:32;;
GM;G;Mittlerer Schulabschluss (Fachoberschulreife) (mit Berechtigung zum Besuch der gymnasialen Oberstufe bzw. ohne Versetzungsvermerk, § 40 Abs. 2 APO-GOSt);0;0;EF;1;2019-05-09 09:16:25;;
GY;G;Mittlerer Schulabschluss (Fachoberschulreife) (mit Versetzungsvermerk);0;0;10;1;2016-04-28 12:38:46;;
GY;G;Mittlerer Schulabschluss (Fachoberschulreife) (mit Berechtigung zum Besuch der gymnasialen Oberstufe bzw. ohne Versetzungsvermerk, § 40 Abs. 2 APO-GOSt);0;0;EF;1;2016-05-19 10:08:04;;
H;G;Mittlerer Schulabschluss - Fachoberschulreife mit Berechtigung zum Besuch der gymnasialen Oberstufe (Einführungsphase);0;0;10;1;2013-06-04 16:20:48;;
H;G;Mittlerer Schulabschluss - Fachoberschulreife mit Berechtigung zum Besuch der gymnasialen Oberstufe;0;0;1B;1;2013-06-05 11:23:15;;
PS;G;Mittlerer Schulabschluss (Fachoberschulreife) mit Berechtigung zum Besuch der gymnasialen Oberstufe (Einführungsphase);0;0;10;1;2019-05-09 10:41:11;;
R;G;Mittlerer Schulabschluss - Fachoberschulreife mit Berechtigung zum Besuch der gymnasialen Oberstufe (Einführungsphase);0;0;10;1;2013-06-05 11:01:16;;
S;G;Mittlerer Schulabschluss - Fachoberschulreife mit Berechtigung zum Besuch der gymnasialen Oberstufe;0;0;10;1;2013-06-05 08:06:17;;
S;G;Mittlerer Schulabschluss - Fachoberschulreife mit Berechtigung zum Besuch der gymnasialen Oberstufe;0;0;71;1;2013-06-05 08:07:18;;
SG;G;Mittlerer Schulabschluss - Fachoberschulreife mit Berechtigung zum Besuch der gymnasialen Oberstufe;0;0;10;1;2013-06-06 13:15:46;;
SG;G;Mittlerer Schulabschluss - Fachoberschulreife mit Berechtigung zum Besuch der gymnasialen Oberstufe (ohne Versetzungsvermerk);0;0;EF;1;2014-09-15 14:11:19;;
SK;G;Mittlerer Schulabschluss - Fachoberschulreife mit Berechtigung zum Besuch der gymnasialen Oberstufe (Einführungsphase);0;0;10;1;2013-06-05 13:16:24;;
SK;G;Mittlerer Schulabschluss - Fachoberschulreife mit Berechtigung zum Besuch der gymnasialen Oberstufe;0;0;1B;1;2013-06-05 13:16:27;;
